id,invoice_id,time_id,customer_id,product_id,payment_method_id,product_quantity,total_per_product,total_invoice,currency_type,ingestion_date,last_modified_date
17,18,161280,32,3,0,1,487.1950415336909,487.1950415336909,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
18,19,413280,46,15,1,1,852.113788823879,852.113788823879,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
19,20,403200,68,15,0,9,970.8888018779546,970.8888018779546,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
20,21,151200,38,18,3,6,508.8160248220673,508.8160248220673,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
21,22,433440,37,29,0,2,123.9960554981598,123.9960554981598,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
22,23,218880,47,30,2,10,584.4601204700432,584.4601204700432,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
23,24,146880,22,42,3,6,611.1985935440794,611.1985935440794,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
24,25,434880,3,22,1,2,931.1297044880848,931.1297044880848,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
25,26,256320,2,30,0,5,304.7127354172003,304.7127354172003,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
26,27,436320,98,32,1,2,917.3206390070268,917.3206390070268,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
27,28,352800,49,15,1,1,406.08294443265487,406.08294443265487,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
28,29,24480,8,48,3,4,751.7868430113318,751.7868430113318,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
29,30,4320,41,29,1,4,981.4158357817412,981.4158357817412,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
30,31,120960,20,38,3,1,391.610747926664,391.610747926664,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
31,32,316800,92,2,1,4,973.5161770161354,973.5161770161354,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
32,33,325440,25,2,1,4,880.466424737154,880.466424737154,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
33,34,280800,33,7,0,5,391.7246443106449,391.7246443106449,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
34,35,14400,99,12,3,7,332.7657263073038,332.7657263073038,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
35,36,194400,12,23,2,6,370.74927315003777,370.74927315003777,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
36,37,322560,29,14,3,2,154.63022290822616,154.63022290822616,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
37,38,436320,90,29,3,4,608.4638447994619,608.4638447994619,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
38,39,33120,90,43,1,5,179.15399630863516,179.15399630863516,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
39,40,499680,85,25,3,5,176.08564177855965,176.08564177855965,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
40,41,374400,99,20,2,7,856.4537604832713,856.4537604832713,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
41,42,406080,11,32,0,4,427.4406995641742,427.4406995641742,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
42,43,466560,95,17,1,5,741.6830261985019,741.6830261985019,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
43,44,479520,61,17,3,5,150.80982358332705,150.80982358332705,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
44,45,521280,52,32,3,7,269.97969400474994,269.97969400474994,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
45,46,434880,96,44,1,1,133.6885489174241,133.6885489174241,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
46,47,174240,21,27,0,9,463.3044385469134,463.3044385469134,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
47,48,345600,54,37,0,8,138.90039572870316,138.90039572870316,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
48,49,485280,81,1,3,6,787.1644353007782,787.1644353007782,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
49,50,149760,1,24,2,2,350.1173615819015,350.1173615819015,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
50,51,476640,51,47,1,10,572.6763087938584,572.6763087938584,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
51,52,14400,52,23,3,7,806.0342111259715,806.0342111259715,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
52,53,479520,79,11,1,6,643.077267326197,643.077267326197,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
53,54,108000,71,25,1,1,894.5603436191499,894.5603436191499,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
54,55,269280,65,28,0,9,831.1668017525818,831.1668017525818,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
55,56,485280,99,15,1,5,571.5086185835439,571.5086185835439,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
56,57,437760,69,24,3,6,486.8734852559544,486.8734852559544,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
57,58,283680,53,29,3,1,656.641918034191,656.641918034191,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
58,59,302400,54,4,2,1,306.53596323983703,306.53596323983703,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
59,60,280800,50,10,1,8,234.56723949522933,234.56723949522933,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
60,61,227520,90,5,1,5,334.8664516735894,334.8664516735894,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
61,62,38880,84,24,3,1,217.3813320955028,217.3813320955028,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
62,63,100800,15,8,0,8,527.8246396704035,527.8246396704035,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
63,64,312480,63,35,1,8,459.36927306318034,459.36927306318034,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
64,65,218880,38,3,1,2,150.0368226388401,150.0368226388401,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
65,66,220320,70,39,1,6,680.6511513604601,680.6511513604601,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
66,67,128160,67,1,2,5,220.42303356659264,220.42303356659264,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
67,68,282240,93,40,2,7,726.8978307876058,726.8978307876058,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
68,69,257760,56,15,1,6,361.5982761844584,361.5982761844584,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
69,70,459360,16,16,2,1,337.7923101720073,337.7923101720073,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
70,71,439200,30,15,2,1,893.407225268303,893.407225268303,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
71,72,316800,85,25,0,10,295.6931423083018,295.6931423083018,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
72,73,331200,89,7,0,4,852.4856332129526,852.4856332129526,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
73,74,146880,68,36,3,4,656.1393557436071,656.1393557436071,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
74,75,21600,87,41,3,5,867.143184208271,867.143184208271,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
75,76,4320,55,6,1,2,563.4475111331649,563.4475111331649,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
76,77,195840,57,35,2,3,319.64105072553104,319.64105072553104,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
77,78,336960,61,6,3,5,756.9146165504529,756.9146165504529,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
78,79,145440,6,49,3,10,971.1605111518304,971.1605111518304,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
79,80,375840,50,0,3,6,998.566419055615,998.566419055615,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
80,81,436320,24,15,1,9,921.4836206497636,921.4836206497636,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
81,82,272160,52,23,0,1,387.9209556818196,387.9209556818196,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
82,83,177120,19,44,2,1,632.6480952796912,632.6480952796912,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
83,84,360000,71,15,1,8,782.2088257751324,782.2088257751324,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
84,85,421920,97,6,0,6,237.07494095745227,237.07494095745227,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
85,86,283680,35,33,2,3,326.9910827588766,326.9910827588766,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
86,87,341280,5,41,1,7,474.0057309038704,474.0057309038704,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
87,88,479520,64,26,0,9,178.18946880988494,178.18946880988494,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
88,89,488160,27,22,1,5,598.8780274552889,598.8780274552889,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
89,90,103680,82,5,1,3,322.3887797725064,322.3887797725064,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
90,91,263520,58,2,2,7,454.158053502375,454.158053502375,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
91,92,66240,27,43,2,10,692.9201313120606,692.9201313120606,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
92,93,511200,39,8,3,1,497.4435902687646,497.4435902687646,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
93,94,7200,7,39,2,6,609.9535897834013,609.9535897834013,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
94,95,90720,89,47,1,10,974.9907449124712,974.9907449124712,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
95,96,364320,46,25,2,7,172.47988472823147,172.47988472823147,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
96,97,423360,25,21,1,5,516.4659532751447,516.4659532751447,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
97,98,299520,5,26,3,6,211.60328096877345,211.60328096877345,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
98,99,146880,72,43,2,1,160.51988612576096,160.51988612576096,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
99,100,328320,11,46,3,10,111.38267877855878,111.38267877855878,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
100,101,113760,90,11,2,6,790.7504233136779,790.7504233136779,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
101,102,214560,79,42,2,9,747.9883263577469,747.9883263577469,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
102,103,362880,76,21,3,1,541.6602751853694,541.6602751853694,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
103,104,315360,26,27,3,2,606.9961238339109,606.9961238339109,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
104,105,28800,5,28,0,2,915.7494576801035,915.7494576801035,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
105,106,171360,84,17,2,7,526.4530724339896,526.4530724339896,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
106,107,378720,28,16,0,10,790.5608917868601,790.5608917868601,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
107,108,174240,11,42,1,9,350.0161170407713,350.0161170407713,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
108,109,115200,83,35,0,4,612.1709261647641,612.1709261647641,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
109,110,89280,52,28,0,3,764.8207109437673,764.8207109437673,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
110,111,288000,39,15,0,5,272.8857418253906,272.8857418253906,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
111,112,424800,88,30,2,4,454.8433654765016,454.8433654765016,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
112,113,433440,54,29,0,9,901.9513380675756,901.9513380675756,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
113,114,257760,19,43,1,3,739.1165583774465,739.1165583774465,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
114,115,347040,80,47,0,9,794.2802774785843,794.2802774785843,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
115,116,87840,84,30,3,10,940.7339671506784,940.7339671506784,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
116,117,110880,37,14,2,2,382.33875625424,382.33875625424,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
117,118,228960,70,39,3,6,244.0254855747586,244.0254855747586,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
118,119,204480,30,48,2,3,409.1340143888178,409.1340143888178,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
119,120,162720,68,13,0,10,719.2043906872746,719.2043906872746,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
120,121,198720,34,9,2,5,921.0225832258668,921.0225832258668,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
121,122,256320,0,1,0,9,876.1888076040809,876.1888076040809,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
122,123,264960,18,24,1,4,707.9513269094482,707.9513269094482,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
123,124,339840,92,42,3,5,807.435261277901,807.435261277901,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
124,125,188640,63,38,0,3,909.0797510517124,909.0797510517124,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
125,126,489600,31,1,0,4,200.81801242562983,200.81801242562983,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
126,127,430560,1,31,3,9,424.2923875612628,424.2923875612628,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
127,128,506880,2,48,1,2,242.54680528895952,242.54680528895952,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
128,129,504000,6,32,3,8,768.4238582626461,768.4238582626461,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
129,130,246240,44,18,3,8,600.8561471988152,600.8561471988152,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
130,131,459360,65,19,3,6,531.5817584996057,531.5817584996057,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
131,132,102240,63,19,1,4,656.7152339268165,656.7152339268165,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
132,133,483840,53,1,0,7,166.39879625950874,166.39879625950874,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
133,134,462240,12,24,1,4,822.9933049430044,822.9933049430044,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
134,135,384480,17,15,0,1,499.75168424626247,499.75168424626247,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
135,136,240480,65,9,1,1,254.728707390175,254.728707390175,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
136,137,318240,71,38,1,10,842.7436018840384,842.7436018840384,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
137,138,17280,28,44,3,9,779.6750310320638,779.6750310320638,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
138,139,158400,8,7,3,1,771.780686778783,771.780686778783,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
139,140,178560,97,40,3,8,804.3408569129385,804.3408569129385,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
140,141,77760,73,5,0,6,682.1102635615956,682.1102635615956,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
141,142,336960,35,20,1,8,329.37727119960977,329.37727119960977,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
142,143,299520,85,3,1,3,322.72414421674046,322.72414421674046,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
143,144,4320,84,29,2,5,913.2033853648728,913.2033853648728,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
144,145,74880,57,29,3,1,835.5316760916841,835.5316760916841,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
145,146,446400,7,40,1,2,530.1551808810833,530.1551808810833,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
146,147,309600,7,9,0,2,148.70333773079156,148.70333773079156,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
147,148,195840,20,1,2,5,827.7167996381563,827.7167996381563,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
148,149,67680,5,1,1,5,235.1884035477191,235.1884035477191,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
149,150,47520,78,26,1,9,252.41309586269807,252.41309586269807,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
150,151,459360,56,43,2,7,790.9986912703217,790.9986912703217,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
151,152,476640,29,48,1,4,499.46123093038256,499.46123093038256,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
152,153,469440,62,40,3,9,513.7169941076111,513.7169941076111,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
153,154,5760,44,41,1,7,469.2503262402613,469.2503262402613,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
154,155,190080,43,15,3,3,198.70726593091644,198.70726593091644,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
155,156,123840,90,1,2,5,384.3411717334913,384.3411717334913,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
156,157,230400,9,37,1,6,122.45183515530272,122.45183515530272,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
157,158,270720,6,3,3,8,347.7707182951062,347.7707182951062,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
158,159,447840,71,17,2,9,625.7955738469462,625.7955738469462,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
159,160,50400,69,3,3,2,878.3391922465418,878.3391922465418,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
160,161,249120,84,4,3,2,594.6427347661564,594.6427347661564,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
161,162,345600,20,47,3,5,632.8977217764542,632.8977217764542,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
162,163,203040,71,26,1,2,185.13209630049644,185.13209630049644,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
163,164,475200,39,36,2,10,828.4571909750098,828.4571909750098,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
164,165,168480,15,20,1,1,797.1040150763031,797.1040150763031,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
165,166,72000,35,49,3,6,718.8669375831889,718.8669375831889,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
166,167,506880,10,47,1,7,801.5847795768008,801.5847795768008,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
167,168,190080,31,35,2,7,267.4355744470796,267.4355744470796,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
168,169,465120,4,0,0,5,859.1422938068089,859.1422938068089,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
169,170,434880,40,12,2,9,319.9426220627862,319.9426220627862,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
170,171,70560,98,4,1,6,750.6152341773764,750.6152341773764,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
171,172,384480,40,21,0,7,984.2164733672988,984.2164733672988,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
172,173,167040,60,40,0,6,909.3632980272446,909.3632980272446,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
173,174,440640,28,17,2,2,689.2212370651151,689.2212370651151,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
174,175,14400,76,13,1,10,631.1547663642656,631.1547663642656,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
175,176,482400,0,26,0,6,130.6081375100865,130.6081375100865,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
176,177,194400,7,29,2,1,934.2892867468424,934.2892867468424,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
177,178,315360,59,10,2,7,249.38143517962536,249.38143517962536,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
178,179,345600,52,46,0,10,580.9184519714418,580.9184519714418,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
179,180,103680,60,32,0,4,184.9407382865976,184.9407382865976,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
180,181,188640,93,38,1,2,718.4486611612086,718.4486611612086,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
181,182,77760,60,31,3,1,474.286970641014,474.286970641014,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
182,183,230400,49,42,3,2,587.8610399443087,587.8610399443087,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
183,184,449280,48,39,0,7,495.4936812632955,495.4936812632955,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
184,185,69120,7,33,0,1,937.2045754240538,937.2045754240538,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
185,186,125280,41,42,1,8,197.9713084785068,197.9713084785068,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
186,187,463680,57,22,0,10,781.3623059303247,781.3623059303247,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
187,188,59040,38,42,1,1,426.4687273577892,426.4687273577892,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
188,189,370080,62,2,3,5,769.7450401382065,769.7450401382065,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
189,190,191520,37,21,0,10,382.5760153130945,382.5760153130945,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
190,191,244800,10,28,0,1,302.95657298359055,302.95657298359055,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
191,192,227520,19,0,2,8,129.18086044593193,129.18086044593193,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
192,193,518400,57,33,1,4,116.01610925224996,116.01610925224996,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
193,194,133920,30,21,0,10,313.472128606138,313.472128606138,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
194,195,175680,43,4,2,4,594.308896905109,594.308896905109,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
195,196,17280,79,45,0,7,523.3798425098207,523.3798425098207,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
196,197,162720,67,9,2,9,736.3546301857559,736.3546301857559,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
197,198,462240,22,43,0,7,492.9225647309039,492.9225647309039,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
198,199,288000,20,25,1,4,925.8196615709855,925.8196615709855,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
199,200,501120,4,35,1,1,866.8350168747253,866.8350168747253,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
200,201,95040,52,11,1,5,638.7331830645645,638.7331830645645,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
201,202,427680,74,26,1,7,667.3900305042629,667.3900305042629,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
202,203,53280,75,38,0,2,882.7314993349577,882.7314993349577,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
203,204,453600,25,36,2,2,495.0457473830804,495.0457473830804,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
204,205,194400,21,32,0,4,513.1344835109552,513.1344835109552,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
205,206,524160,85,1,3,5,988.5925700950568,988.5925700950568,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
206,207,5760,7,22,3,10,526.7519206913179,526.7519206913179,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
207,208,1440,48,46,0,8,122.18371646137716,122.18371646137716,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
208,209,73440,3,14,2,7,930.4808536310774,930.4808536310774,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
209,210,120960,91,21,2,7,408.9342372822583,408.9342372822583,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
210,211,138240,21,14,1,10,189.89294018098715,189.89294018098715,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
211,212,488160,99,16,3,9,993.295269985148,993.295269985148,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
212,213,92160,24,10,3,10,972.1477145489272,972.1477145489272,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
213,214,254880,84,34,0,9,520.3684286236956,520.3684286236956,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
214,215,282240,57,16,2,8,655.1880992192041,655.1880992192041,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
215,216,466560,92,23,0,6,939.1467559028678,939.1467559028678,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
216,217,293760,51,29,2,5,189.38144285006445,189.38144285006445,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
217,218,329760,3,19,1,10,970.8960297664622,970.8960297664622,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
218,219,498240,45,33,2,8,618.5054254322329,618.5054254322329,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
219,220,123840,48,28,3,6,500.6781370883372,500.6781370883372,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
220,221,165600,18,34,0,7,750.165177548432,750.165177548432,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
221,222,92160,14,36,1,3,545.7685031806205,545.7685031806205,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
222,223,92160,37,24,1,4,260.1388451209692,260.1388451209692,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
223,224,296640,41,39,2,8,140.8613418666353,140.8613418666353,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
224,225,459360,84,34,3,7,329.0161654255622,329.0161654255622,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
225,226,128160,0,19,0,9,762.7674541762049,762.7674541762049,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
226,227,374400,27,11,3,3,991.6166204527128,991.6166204527128,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
